"","run","perc.vector","perc.host","num.tsetse","trans"
"78.11",582,1.12834101153989,43.0320959726056,3684.96654728447,-9000
"78.12",582,1.12006662991793,42.8250436878368,3567.76276625504,-8000
"78.13",582,1.10963955660237,42.5478870967671,3420.89635536861,-7000
"78.14",582,1.09652076360512,42.1715718689324,3237.74372978631,-6000
"78.15",582,1.0800391747228,41.6507614405025,3010.64837787146,-5000
"78.16",582,1.05936588073247,40.9112339794763,2731.09812516275,-4000
"78.17",582,1.03349354435693,39.823626935743,2390.21497071425,-3000
"78.18",582,1.00124002333789,38.142187868328,1979.79334377157,-2000
"78.19",582,0.961312357501493,35.3366677204544,1494.26600482254,-1000
"78.20",582,0.912267252984419,30.0017564812084,934.189595824942,0
"78.21",582,0.842682130306884,16.6825669588008,312.130039495921,1000
"78.22",582,0.751967933399325,6.97840048760148,104.692536531399,2000
"78.23",582,0.659154062112037,2.4531561878853,35.1644713359084,3000
"78.24",582,0.573511833761084,0.79513864896986,11.816910959774,4000
"78.25",582,0.497589830361837,0.248256754850352,3.97172541066073,5000
"79.10",589,1.4360490802708,54.5804205219345,3778.09038634456,-10000
"79.11",589,1.42956134398259,54.4347086211973,3684.96654728447,-9000
"79.12",589,1.42135000507171,54.2411763396788,3567.76276625504,-8000
"79.13",589,1.41097140192445,53.9812553567725,3420.8963553686,-7000
"79.14",589,1.39786277425897,53.626784124923,3237.74372978631,-6000
"79.15",589,1.38130925901081,53.1332656628793,3010.64837787146,-5000
"79.16",589,1.36040165111625,52.4266220124023,2731.09812516276,-4000
"79.17",589,1.33398419780251,51.3747450036357,2390.21497071425,-3000
"79.18",589,1.30059404362968,49.7184496979329,1979.79334377157,-2000
"79.19",589,1.25838099067852,46.8716230971438,1494.26600482254,-1000
"79.20",589,1.20464434734072,41.1604047635255,934.189595824942,0
"79.21",589,1.12227465811254,25.0163989482746,312.130039495922,1000
"79.22",589,1.00764348419081,11.2562757732593,104.692536531399,2000
"79.23",589,0.885891218079903,4.11859518423031,35.1644713359084,3000
"79.24",589,0.771712120645605,1.3618912552429,11.816910959774,4000
"79.25",589,0.669853033374746,0.430264664899184,3.97172541066073,5000
"80.10",595,0.653902743702457,40.1344745541352,3778.09038634456,-10000
"80.11",595,0.647322815736955,39.8580947898996,3684.96654728447,-9000
"80.12",595,0.63910650788078,39.4954304069219,3567.76276625504,-8000
"80.13",595,0.628893586371133,39.0159396026852,3420.8963553686,-7000
"80.14",595,0.616260074993856,38.3753836466104,3237.74372978631,-6000
"80.15",595,0.600720311588295,37.5078814502795,3010.64837787147,-5000
"80.16",595,0.581743083813862,36.3118680496133,2731.09812516276,-4000
"80.17",595,0.558798577690322,34.6235540657108,2390.21497071425,-3000
"80.18",595,0.531471937668818,32.1617305701372,1979.79334377157,-2000
"80.19",595,0.499714584563807,28.3963226416064,1494.26600482254,-1000
"80.20",595,0.464247974035361,22.1710926459067,934.189595824942,0
"80.21",595,0.422101704958324,10.2946291872878,312.130039495922,1000
"80.22",595,0.373104251736021,3.83616121162042,104.692536531399,2000
